show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
80103426,Movie,We Need to Talk,David Serrano,"Hugo Silva, Michelle Jenner, Ernesto Sevilla, Belén Cuesta, Óscar Ladoire, Ilay Kurelovic, Verónica Forqué, Luis Jaspe, Borja Luna, José Luis Marín",Spain,"September 1, 2016",2016,TV-MA,91 min,"Comedies, International Movies, Romantic Movies","A happy woman's new love is going great, but she needs one thing: divorce papers from her depressed ex. To get them, trickery may be in order."
80118889,TV Show,Witches: A Century of Murder,,Suzannah Lipscomb,United Kingdom,"September 1, 2016",2015,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries","Historian Suzannah Lipscomb investigates the witch hunts that plagued Britain in the 17th century, examining common myths about their origin."
70278877,Movie,Iliza Shlesinger: War Paint,Jay Chapman,Iliza Shlesinger,United States,"September 1, 2013",2013,NR,75 min,Stand-Up Comedy,"""Last Comic Standing"" winner Iliza Shlesinger unleashes her acerbic, stream-of-conscious comedy on an unsuspecting audience in her hometown of Dallas."
80244311,Movie,After,Jenny Gage,"Josephine Langford, Hero Fiennes Tiffin, Selma Blair, Inanna Sarkis, Shane Paul McGhie, Pia Mia, Khadijha Red Thunder, Dylan Arnold, Samuel Larsen, Jennifer Beals, Peter Gallagher",United States,"October 9, 2019",2019,PG-13,106 min,"Dramas, Romantic Movies","Wholesome college freshman Tessa Young thinks she knows what she wants out of life, until she crosses paths with complicated bad boy Hardin Scott."
81183570,Movie,Home Is Where the Killer Is,Kaila York,"Stacy Haiduk, Kelly Kruger, Christopher Sean, Anne Leighton, Beth Littleford, John-Paul Lavoisier, Kristoff St. John, Pallavi Sastry",United States,"October 9, 2019",2019,TV-14,87 min,"Dramas, Thrillers","Recovering from cancer, a young woman thinks she’s found a friend when she rents a room from a caring ex-doctor. But empathy soon becomes obsession."
80216665,TV Show,Rhythm + Flow,,"Cardi B, Chance The Rapper, T.I.",United States,"October 9, 2019",2019,TV-MA,1 Season,Reality TV,"In this music competition show, judges Tip “T.I.” Harris, Cardi B and Chance the Rapper hit the streets to find the next rap superstar."
81016328,Movie,Garuda Di Dadaku,Ifa Isfansyah,"Emir Mahira, Maudy Koesnaedi, Ikranagara, Aldo Tansani, Marsha Aruan, Ari Sihasale",Indonesia,"October 9, 2018",2009,TV-PG,96 min,"Children & Family Movies, Dramas, Sports Movies","A determined boy will do anything to become a great soccer player, despite the wishes of his grandfather."
80239503,Movie,Mo Amer: The Vagabond,Stan Lathan,Mo Amer,United States,"October 9, 2018",2018,TV-MA,57 min,Stand-Up Comedy,"Arab-American comedian Mo Amer recounts his life as a refugee comic, from traveling with the name Mohammed to his long path to citizenship."
81016321,Movie,Surat Dari Praha,Angga Dwimas Sasongko,"Tio Pakusadewo, Julie Estelle, Widyawati, Rio Dewanto, Chicco Jerikho, Jajang C. Noer, Shafira Umm",Indonesia,"October 9, 2018",2016,TV-14,98 min,"Dramas, International Movies, Romantic Movies","Hoping to fulfill her deceased mother's final wish, a young woman travels to Prague to deliver an old letter to a mysterious man."
80031666,Movie,Winter on Fire: Ukraine's Fight for Freedom,Evgeny Afineevsky,,"United Kingdom, Ukraine, United States","October 9, 2015",2015,NR,99 min,"Documentaries, International Movies","Over 93 days in Ukraine, what started as peaceful student demonstrations became a violent revolution and full-fledged civil rights movement."
80995737,Movie,Deon Cole: Cole Hearted,Ryan Polito,Deon Cole,United States,"October 8, 2019",2019,TV-MA,70 min,Stand-Up Comedy,"Embracing his belief that comedy is the last raw form of expression, Deon Cole explains the right time to thank Jesus and the wrong time to say ""welp."""
81021976,Movie,The Spooky Tale of Captain Underpants Hack-a-ween,,"Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin, Dayci Brookshire, Clancy Brown, Jorge Diaz, Peter Hastings, Evan Kishiyama, David Koechner, Erica Luttrell, Patty Mattson, Brennan Murray, Kevin Michael Richardson, Mindy Sterling, Stephen Tobolowsky, Kari Wahlgren",United States,"October 8, 2019",2019,TV-Y7,46 min,"Children & Family Movies, Comedies","When Melvin tries to cancel Halloween, clever best friends Harold and George create their own spooky holiday – and it's a huge success!"
81020161,Movie,Pulang,Kabir Bhatia,"Puteri Aishah, Remy Ishak, Alvin Wong",Malaysia,"October 8, 2018",2018,TV-14,119 min,"Action & Adventure, Dramas, International Movies","Thom tells her grandson about his grandfather, a sailor who left 61 years ago to seek his fortune, and asks him to find out what happened to her spouse."
80025390,Movie,The Water Diviner,Russell Crowe,"Russell Crowe, Olga Kurylenko, Yılmaz Erdoğan, Cem Yılmaz, Jai Courtney, Ryan Corr, James Fraser, Ben O'Toole, Steve Bastoni, Salih Kalyon","Australia, United States","October 7, 2019",2014,R,111 min,"Dramas, International Movies","Years after the presumed death of his three sons in battle, a grieving farmer journeys to Turkey to find them and return them to their homeland."
80196216,Movie,Chris Brown: Welcome to My Life,Andrew Sandler,Chris Brown,United States,"October 7, 2017",2017,TV-MA,80 min,"Documentaries, Music & Musicals","Featuring interviews, concert footage and behind-the-scenes access, this documentary delivers fans an all-access look at the life of Chris Brown."
80091741,Movie,13TH,Ava DuVernay,,United States,"October 7, 2016",2016,TV-MA,101 min,Documentaries,"In this thought-provoking documentary, scholars, activists and politicians analyze the criminalization of African Americans and the U.S. prison boom."
80115464,Movie,Russell Peters: Almost Famous,Dave Higby,Russell Peters,United States,"October 7, 2016",2016,TV-MA,73 min,Stand-Up Comedy,"The comic comes home to Toronto to sound off on cultural quirks, kids' furniture and bathroom visits, reveling in all things ridiculously human."
80113144,TV Show,StoryBots Super Songs,,"Judy Greer, Jeff Gill, Erin Fitzgerald, Fred Tatasciore, Gregg Spiridellis",United States,"October 7, 2016",2016,TV-Y,1 Season,Kids' TV,"Characters from the popular StoryBots apps for early childhood education give musical lessons on math, science, history, behaviors, emotions and more."
80041653,Movie,The Siege of Jadotville,Richie Smyth,"Jamie Dornan, Guillaume Canet, Emmanuelle Seigner, Jason O'Mara, Mikael Persbrandt, Mark Strong, Michael McElhatton, Danny Sapani, Sam Keeley, Ronan Raftery, Mike Noble, Charlie Kelly, Conor MacNeill, Fionn O'Shea, Conor Quinlan, Jordan Mifsud","Ireland, South Africa","October 7, 2016",2016,TV-MA,108 min,"Action & Adventure, Dramas, International Movies","Besieged by overwhelming enemy forces, Irish soldiers on a U.N. peacekeeping mission in Africa valiantly defend their outpost in this true story."
81016338,Movie,Love for Sale,Andibachtiar Yusuf,"Gading Marten, Della Dartyan, Rukman Rosadi, Albert Halim, Verdi Solaiman, Adriano Qalbi, Sabrina Rochelle Kalangie, Rizky Mocil",Indonesia,"October 6, 2019",2018,TV-14,101 min,"Dramas, International Movies, Romantic Movies","Richard accepts a bet that he can't find a companion to a friend's wedding, not knowing the dating app he's using includes a 45-day contract."
81002592,Movie,Jackpot,Dustin Nguyen,"Chi Tai, Lan Ngoc, Dustin Nguyen, Thu Trang",Vietnam,"October 6, 2018",2015,TV-14,92 min,"Comedies, Dramas, International Movies",A lottery ticket salesperson faces an ethical dilemma after setting aside a soon-to-be winning ticket for a customer to pick up and pay for later.
81017724,Movie,Seven in Heaven,Chris Eigeman,"Travis Tope, Haley Ramm, Jacinda Barrett, Gary Cole, Dylan Everett, Clark Backo, Vinson Tran, Paulino Nunes, Jeff Clarke",United States,"October 6, 2018",2018,PG-13,94 min,Horror Movies,Two teenagers step into a secret closet and emerge in a terrifying alternate reality. They must find their way back before the door shuts forever.
80174918,TV Show,ID-0,,"Kazuyuki Okitsu, Minami Tsuda, Masaya Matsukaze, Sayaka Ohara, Rikiya Koyama, Hisako Kanemoto, Ari Ozawa, Junko Minagawa, Reina Ueda",Japan,"October 6, 2017",2017,TV-14,1 Season,"Anime Series, International TV Shows","In the midst of a field exercise operating I-Machines, Alliance Academy student Maya Mikuri is thrown into an entirely different kind of adventure."
80170301,Movie,Kung Fu Yoga,Stanley Tong,"Jackie Chan, Disha Patani, Amyra Dastur, Sonu Sood, Aarif Rahman, Miya Muqi, Zhang Yixing, Eric Tsang","China, India, Nepal","October 6, 2017",2017,TV-PG,107 min,"Action & Adventure, Comedies, International Movies",Two mismatched archaeologists battle a team of vicious mercenaries in a race to discover an ancient Tibetan treasure of unimaginable worth.
80189623,Movie,The Death and Life of Marsha P. Johnson,David France,,United States,"October 6, 2017",2017,TV-MA,106 min,"Documentaries, LGBTQ Movies","As she fights the tide of violence against trans women, activist Victoria Cruz probes the suspicious 1992 death of her friend Marsha P. Johnson."
80215730,TV Show,Legend Quest: Masters of Myth,,"Johnny Rose, Annemarie Blanco, Paul Tei, Oscar Cheda, Chuck Morgan, Jenna Lamia, James Carrey",Mexico,"October 5, 2019",2019,TV-Y7,1 Season,Kids' TV,"When mythical creatures come to life, it's up to Leo, Teodora, Don Andrés and Alebrije – super-secret monster hunters – to save the day."
81161487,TV Show,My Country: The New Age,,"Yang Se-Jong, Woo Do‑hwan, Seolhyun, Jang Hyuk, Kim Young-chul, In Gyo-jin, Yu Oh-seong, Ahn Nae-sang",South Korea,"October 5, 2019",2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Action & Adventure","At the end of the Goryeo period, there were those who led the charge to proclaim a new age – and the ordinary individuals who risked everything."
81177367,Movie,Noblemen,Vandana Kataria,"Ali Haji, Kunal Kapoor, Muskkaan Jaferi, Hardik Thakkar, Ali Mir, Shaan Grover, M.K. Raina, Ivan Rodrigues",India,"October 5, 2019",2019,TV-MA,109 min,"Dramas, Independent Movies, International Movies","When he lands the lead in his Christian school's production of ""The Merchant of Venice,"" a secretly gay student is bullied by wealthy upperclassmen."
81016323,Movie,Cahaya Dari Timur Beta Maluku,Angga Dwimas Sasongko,"Chicco Jerikho, Abdurrahman Arif, Jajang C. Noer, Ridho Hafiedz, Leo Maitimu, Shafira Umm, Glenn Fredly, Aufa Assagaf, Burhanuddin Ohorella, Bebeto Leutually",Indonesia,"October 5, 2018",2014,TV-14,151 min,"Dramas, International Movies, Sports Movies","After witnessing a child’s death during a violent clash, a former soccer player launches a youth team to help local kids avoid further bloodshed."
80198511,TV Show,Dancing Queen,,"Justin ""Alyssa Edwards"" Johnson",,"October 5, 2018",2018,TV-14,1 Season,Reality TV,Snatching trophies. Getting gorgeous. Turning it up. Alyssa Edwards rules the dance studio by day – and the drag world by night.
81016318,Movie,Emma' (Mother),Riri Riza,"Cut Mini Theo, Christoffer Nelwan, Arman Dewarti, Jajang C. Noer, Indah Permatasari, Dimi Cindyastira, Irmawati Jabbar, Andreuw Parinussa, Fanesa Kayla",Indonesia,"October 5, 2018",2016,TV-PG,74 min,"Dramas, International Movies","In 1950s Makassar, the life of a devoted mother is upended when another woman enters her husband's life."
80240840,TV Show,Empire Games,,Jim O'Brien,"Czech Republic, United States","October 5, 2018",2018,TV-14,1 Season,Docuseries,Interviews with scholars and dramatic reenactments bring to life the origins and history-making achievements of the world's greatest ancient empires.
80191369,TV Show,LOST SONG,,"Konomi Suzuki, Yukari Tamura, Misaki Kuno, Chiaki Takahashi, Seiichiro Yamashita, Asami Seto, Yu Serizawa, Ai Kayano, Tsuyoshi Koyama, Yuto Suzuki, Mitsuru Ogata, Hiroshi Ito",Japan,"October 5, 2018",2018,TV-14,1 Season,"Anime Series, International TV Shows","War looms over the kingdom of Neunatia, where two young women are both burdened and blessed by the power of song."
80242081,Movie,Malevolent,Olaf de Fleur,"Florence Pugh, Ben Lloyd-Hughes, Celia Imrie, James Cosmo, Scott Chambers, Georgina Bevan",United Kingdom,"October 5, 2018",2018,TV-MA,89 min,"Horror Movies, Thrillers","A brother-sister team who fake paranormal encounters for cash get more than they bargained for when a job at a haunted estate turns very, very real."
80168222,Movie,Private Life,Tamara Jenkins,"Paul Giamatti, Kathryn Hahn, Kayli Carter, Molly Shannon, John Carroll Lynch, Denis O'Hare, Desmin Borges, Tracee Chimo, Siobhan Fallon Hogan, Emily Robinson",United States,"October 5, 2018",2018,R,124 min,"Comedies, Dramas, Independent Movies","Struggling to conceive, a couple in their 40s are almost out of options – until a sliver of hope arrives in the form of their visiting step-niece."
80999063,Movie,Super Monsters Save Halloween,,"Elyse Maloway, Vincent Tong, Erin Matthews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip, Kathleen Barr",,"October 5, 2018",2018,TV-Y,25 min,Children & Family Movies,"The Super Monsters use their powers to get their neighbors in the Halloween spirit, then help a nervous friend see there's nothing to be afraid of."
80220650,TV Show,YG Future Strategy Office,,"Seungri, Yoo Byung Jae, Lee Jai-jin, Jinu, Son Se-bin, Kim Ga-eun, Park Choong-hwan, Baek Yeong-gwang, Choi Sin-deuk",South Korea,"October 5, 2018",2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Comedies","K-pop star Seungri, BIGBANG's youngest member, tries to lead a team of bumbling staff at YG's Future Strategy Office in this mockumentary sitcom."
80164032,Movie,A Plastic Ocean,,Tanya Streeter,"United Kingdom, Hong Kong","October 4, 2019",2016,TV-PG,100 min,Documentaries,"When he discovers the world's oceans brimming with plastic waste, a documentary filmmaker investigates the pollution's environmental impacts."
81158574,Movie,Brother in Love,Onur Bilgetay,"Cem Gelinoğlu, Melis Babadag, Ege Kökenli, Müfit Kayacan, Lale Başar, Ali Erkazan, Özlem Çakar, Selen Domaç, Ferdi Sancar, Güven Hokna",Turkey,"October 4, 2019",2019,TV-14,110 min,"Comedies, International Movies, Romantic Movies","A robbery leaves a proprietor penniless before his wedding, but becoming a son-in-law to a second family might be the financial solution he needs."
80237905,Movie,In the Tall Grass,Vincenzo Natali,"Patrick Wilson, Laysla De Oliveira, Avery Whitted, Harrison Gilbertson, Rachel Wilson, Will Buie Jr.",Canada,"October 4, 2019",2019,TV-MA,102 min,"Horror Movies, Thrillers","After hearing a boy's cry for help, a pregnant woman and her brother wade into a vast field of grass, only to discover there may be no way out."
81132440,Movie,Kids on the Block,Tugçe Soysop,"Selim Bayraktar, Berat Efe Parlar, Esat Polat Güler, Eda Döğer, Dora Dalgıç, Taha Sönmezisik, Zeynep Ilgin Çelik, Arda Taşarcan, Alperen Efe Esmer, İlknur Külahlıoglu, İkra Külahlıoğlu",Turkey,"October 4, 2019",2019,TV-PG,102 min,"Children & Family Movies, Comedies","When their fun in the park is threatened by a neighborhood nagger, a group of friends declares war to play freely on their turf."
80117803,TV Show,Raising Dion,,"Alisha Wainwright, Ja'Siah Young, Jason Ritter, Michael B. Jordan, Jazmyn Simon, Ali Ahn, Sammi Haney",United States,"October 4, 2019",2019,TV-PG,1 Season,"Kids' TV, TV Action & Adventure, TV Dramas",A widowed mom sets out to solve the mystery surrounding her young son's emerging superpowers while keeping his extraordinary gifts under wraps.
81021243,Movie,Super Monsters: Vida's First Halloween,"Jacob Joice, Steve Ball","Gigi Saul Guerrero, Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip, Kathleen Barr",United States,"October 4, 2019",2019,TV-Y,24 min,Children & Family Movies,"The Super Monsters share their Halloween traditions with Vida, then get invited to a Día de los Muertos party in the Howlers' backyard."
81004460,Movie,Compulsion,Craig Goodwill,"Analeigh Tipton, Jakob Cedergren, Marta Gastini, Jan Bijvoet, Anita Kravos, Valentin Merlet","United Kingdom, Canada, Italy","October 4, 2018",2016,TV-MA,84 min,"Dramas, Thrillers","Lured to a majestic, remote villa by an old lover, an erotic novelist finds herself falling for a mysterious woman and descending into a moral abyss."
81016330,Movie,The Dreamer,Riri Riza,"Vikri Septiawan, Rendy Ahmad, Azwir Fitrianto, Maudy Ayunda",Indonesia,"October 4, 2018",2009,TV-PG,121 min,"Dramas, International Movies","A trio of friends struggles to make it through adolescence, all while hoping that bigger and better things await them."
70105130,Movie,The Haunting of Molly Hartley,Mickey Liddell,"Haley Bennett, Jake Weber, Chace Crawford, Shannon Woodward, Shanna Collins, AnnaLynne McCord, Marin Hinkle, Nina Siemaszko, Josh Stewart, Jessica Lowndes, Randy Wayne",United States,"October 4, 2018",2008,PG-13,85 min,"Horror Movies, Thrillers","A troubled teenage girl hopes to start fresh at a new school, but the horrifying truth about her past is destined to catch up with her."
81010662,TV Show,Violet Evergarden: Special,,"Yui Ishikawa, Takehito Koyasu, Daisuke Namikawa, Aya Endo, Kouki Uchiyama, Minori Chihara, Haruka Tomatsu, Yoko Hikasa",Japan,"October 4, 2018",2018,TV-PG,1 Season,"Anime Series, International TV Shows, Romantic TV Shows","Auto Memory Doll Violet Evergarden writes letters for people who can’t, learning about her war-torn country and her own hardened heart along the way."
80141858,Movie,LEGO Jurassic World: The Indominus Escape,Michael D. Black,"A.J. LoCascio, Sendhil Ramamurthy, Fred Tatasciore, Jake Johnson, Lauren Lapkus, Zachary Levi, BD Wong, David Gunning",United States,"October 4, 2016",2016,TV-Y7,25 min,"Children & Family Movies, Comedies",The scientists of Jurassic World create a captivating and terrifying new creature that loves hot dogs. But what happens when the hot dogs run out?
81084225,Movie,Grego Rossello: Disculpe las molestias,Juani Libonatti,Grego Rossello,Argentina,"October 31, 2019",2019,TV-MA,65 min,Stand-Up Comedy,"Argentine comedian Grego Rossello takes the stage in Buenos Aires to share his takes on modern stardom, airline dining, brotherly love and more."
80203920,TV Show,Nowhere Man,DJ Chen,"Alyssa Chia, Mavis Fan, Joseph Chang, Wang Po-chieh, Jeremiah Zhang, Chou Min-fu, Greg Hsu, Kuo Tze-cheng, Shen Hai-jung, Lu Yi-long",Taiwan,"October 31, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure","Two nefarious schemes taking place 10 years apart entangle a dauntless triad member, who must break out of prison to rescue a loved one."
80242051,TV Show,Sleepless Society: Bedtime Wishes,,"Shahkrit Yamnarm, Savika Chaiyadej, Supoj Chancharoen, Pairoj Sangwariboot, Suchao Pongwilai, Nataya Chanrung, Papangkorn Lerkchaleampote, Suchada Tongam, Sasin Chow",,"October 31, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","During a holiday stay at a hotel resort, a flight attendant encounters a wealthy, mysterious man with two different personas."
80199806,Movie,Gun City,Dani de la Torre,"Luis Tosar, Michelle Jenner, Vicente Romero, Manolo Solo, Paco Tous, Adriana Torrebejano, Pep Tosar, Jaime Lorente, Ernesto Alterio, Fernando Cayo","Spain, France","October 31, 2018",2018,TV-MA,126 min,"Dramas, International Movies, Thrillers","In 1921 Barcelona, amid unrest between anarchists and the police, a cop plays both sides to learn who stole army weapons that could ignite a civil war."
80084834,Movie,Heneral Luna,Jerrold Tarog,"John Arcilla, Mon Confiado, Arron Villaflor, Joem Bascon, Archie Alemania, Art Acuña, Alex Medina, Nonie Buencamino, Lorenz Martinez, Jeffrey Quizon, Alvin Anson, Mylene Dizon, Bing Pimentel, Leo Martinez, Ketchup Eusebio, Ronnie Lazaro, Paulo Avelino",Philippines,"October 31, 2018",2015,R,118 min,"Dramas, International Movies",Flashbacks reveal Gen. Antonio Luna's tireless fight for Filipino independence from the U.S. and his leadership in the Philippine-American War in 1899.
80208273,Movie,Judah Friedlander: America Is the Greatest Country in the United States,Judah Friedlander,Judah Friedlander,United States,"October 31, 2017",2017,TV-MA,84 min,Stand-Up Comedy,"Deadpan comic and self-proclaimed world champion Judah Friedlander performs over several nights in New York, explaining why America is No. 1."
80145699,Movie,The B-Side: Elsa Dorfman's Portrait Photography,Errol Morris,Elsa Dorfman,United States,"October 31, 2017",2016,TV-MA,76 min,Documentaries,"Filmmaker Errol Morris probes the life, work and studio of his pal Elsa Dorfman, a Polaroid photographer who's shot luminaries and regular folk alike."
80204927,TV Show,Zumbo's Just Desserts,,"Adriano Zumbo, Rachel Khoo",Australia,"October 31, 2017",2016,TV-14,1 Season,"International TV Shows, Reality TV","Dessert wizard Adriano Zumbo looks for the next “Willy Wonka” in this tense competition that finds skilled amateurs competing for a $100,000 prize."
70266684,Movie,Kristy,Oliver Blackburn,"Haley Bennett, Ashley Greene, Erica Ash, Lucas Till, Chris Coy, Al Vicente, Wayne Pére, Jon Arthur, Mike Seal",United States,"October 31, 2015",2013,NR,85 min,Horror Movies,"Opting to stay on campus over the Thanksgiving holiday, coed Justine and a handful of friends find their break violently disrupted by a sadistic gang."
81166978,TV Show,"Bring It On, Ghost",Park Joon-hwa,"Taecyeon, Kim So-hyun, Kwon Yul, Kim Sang-ho, Kang Ki-young, Lee Da-wit, Kim Min-sang, Yun Seo-hyun",South Korea,"October 30, 2019",2016,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",A college student with psychic abilities takes in an amnesiac ghost as his roommate – who ends up helping him hunt down spooky spirits.
81177371,Movie,Mehandi Circus,Saravana Rajendran,"Madhampatti Rangaraj, Shweta Tripathi, Vela Ramamoorthy, Ankur Vikal, G. Marimuthu, Sunny Charles",India,"October 30, 2019",2019,TV-14,126 min,"Dramas, International Movies, Romantic Movies","In the early 1990s, the love between a cassette shop owner and a traveling circus performer challenges caste barriers and disapproving parents."
81167029,TV Show,Tomorrow with You,,"Shin Mina, Lee Je-hoon, Kim Ye-won, Cho Han-cheul, Baek Hyeon-jin, Kang Ki-doong, Park Joo-hee, Oh Gwang-rok",South Korea,"October 30, 2019",2017,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",The head of a real estate firm with the ability to travel through time by taking the subway marries a photographer to try and change his future.
81142594,TV Show,Tunnel,,"Todsapol Maisuk, Johnny Hao, Morakot Liu, Pemy Peramin Thabkaew, Phenphet Phenkul, Sumet Ong-Art, Amarin Nitipon, Tor Techathuwanan, Komsan Kajonpaisansuk",,"October 30, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",A detective finds himself 30 years in the future and must solve a string of grisly crimes before he can return to the past.
70067230,Movie,My Brother ... Nikhil,Onir,"Juhi Chawla, Sanjay Suri, Victor Banerjee, Lillete Dubey, Purab Kohli, Dipannita Sharma, Gautam Kapoor",India,"October 30, 2018",2005,TV-PG,116 min,"Dramas, Independent Movies, International Movies","After being diagnosed HIV-positive, a champion swimmer is disowned and harassed by all except his loving sister and loyal boyfriend."
80207446,Movie,Shorgul,"Jitendra Tiwari, Pranav Singh","Ashutosh Rana, Jimmy Shergill, Suha Gezen, Sanjay Suri, Narendra Jha, Hiten Tejwani, Eijaz Khan, Aniruddha Dave",India,"October 30, 2018",2016,TV-14,122 min,"Dramas, International Movies",A Hindu boy's feelings for a Muslim girl expose the tensions between their two communities and open the door to chaos and violence.
80207447,Movie,Siddhant,Vivek Wagh,"Vikram Gokhale, Swati Chitnis, Kishore Kadam, Ganesh Yadav, Sarang Sathaye, Archit Deodhar, Madhavi Soman, Neha Mahajan",India,"October 30, 2018",2014,TV-G,105 min,"Dramas, Independent Movies, International Movies",A principled mathematics teacher is shocked to discover that his grandson used unethical means to achieve academic success.
80987753,TV Show,The Degenerates,,"Big Jay Oakerson, Brad Williams, Yamaneika Saunders, Liza  Treyger, Joey Diaz, Christina Pazsitzky",,"October 30, 2018",2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",Six stand-ups explore the coarse and salacious side of comedy in this series of half-hour specials. For mature audiences.
81016324,Movie,The Jungle School,Riri Riza,"Prisia Nasution, Nyungsang Bungo, Rukman Rosadi, Nadhira Suryadi, Ines Somellera",Indonesia,"October 30, 2018",2013,TV-PG,90 min,"Dramas, International Movies",An idealistic young woman travels to the jungles of Indonesia to teach literacy – and much more – to local children.
80192097,Movie,SPF-18,Alex Israel,"Carson Meyer, Noah Centineo, Bianca Santos, Jackson White, Sean Russel Herman, Rosanna Arquette, Molly Ringwald, Pamela Anderson, Keanu Reeves, Goldie Hawn",United States,"October 30, 2017",2017,PG-13,75 min,"Dramas, Romantic Movies, Sports Movies",The arrival of an enigmatic struggling musician in Malibu shakes the ground beneath the feet of a teenage girl and her surfer boyfriend.
70185045,Movie,Forks Over Knives,Lee Fulkerson,,United States,"October 3, 2019",2011,PG,96 min,Documentaries,"According to the research of two food scientists, the popularity of processed foods has led to epidemic rates of obesity, diabetes and other diseases."
80217066,TV Show,Seis Manos,,"Aislinn Derbez, Mike Colter, Jonny Cruz, Angélica Vale, Vic Chao, Danny Trejo",United States,"October 3, 2019",2019,TV-MA,1 Season,"Anime Series, Crime TV Shows","Orphans raised by a martial arts master are plunged into a mystery involving demonic powers, drug cartels, ancient rituals and blood sacrifice."
70002129,Movie,Benji's Very Own Christmas Story,Joe Camp,"Ron Moody, Patsy Garrett, Cynthia Smith",United States,"October 3, 2018",1978,TV-G,25 min,Children & Family Movies,"While on a press tour, Benji goes behind the scenes of Santa's workshop. But Santa has a devastating secret, so it's up to Benji to save Christmas."
80191963,Movie,The Black Prince,Kavi Raz,"Satinder Sartaaj, Shabana Azmi, Jason Flemyng, Amanda Root, Rup Magon, Sophie Stevens, Keith Duffy, David Essex, Leanne Joyce, Ranjit Singh Shubh","United Kingdom, India, United States","October 3, 2018",2017,PG-13,121 min,"Dramas, International Movies","After being exiled to England as a child, a Punjabi prince struggles to return to his homeland and his Sikh faith in this historical drama."
80218099,Movie,Truth or Dare,Nick Simon,"Cassandra Scerbo, Brytni Sarpy, Mason Dye, Harvey Guillen, Luke Baines, Ricardo Hoyos, Alexxis Lemire, Christina Masterson, Heather Langenkamp",United States,"October 3, 2018",2017,TV-MA,88 min,Horror Movies,"A game of ""Truth or Dare"" among college friends on spring break turns deadly when a demon seems determined to use it to kill them all."
80199767,Movie,Cult of Chucky,Don Mancini,"Fiona Dourif, Michael Therriault, Adam Hurtig, Alex Vincent, Jennifer Tilly, Brad Dourif, Summer H. Howell, Grace Lynn Kung, Elisabeth Rosen, Zak Santiago, Ali Tataryn",United States,"October 3, 2017",2017,R,90 min,Horror Movies,"Following a string of murders in the asylum where she's confined, Nica Pierce begins to wonder whether Chucky is real after all."
80191665,Movie,Rodney Carrington: Here Comes the Truth,Brandon Jones,Rodney Carrington,United States,"October 3, 2017",2017,TV-MA,66 min,Stand-Up Comedy,"Raunchy country comic and musician Rodney Carrington jokes and sings about life in his 40s, poking fun at sex, relationships and gaining weight."
80161921,Movie,Security,Alain Desrochers,"Antonio Banderas, Ben Kingsley, Liam McIntyre, Cung Le, Katherine de la Rocha, Chad Lindberg, Jiro Wang, Gabriella Wright, Shari Watson, John Strong",United States,"October 3, 2017",2017,R,92 min,Action & Adventure,"After taking a job as a mall security guard, a former Marine steps up to protect a young girl who's being hunted by heavily armed mercenaries."
81148672,Movie,Arsenio Hall: Smart & Classy,Brian Volk-Weiss,Arsenio Hall,United States,"October 29, 2019",2019,TV-MA,63 min,Stand-Up Comedy,"In his first stand-up special, Arsenio Hall discusses getting older, the changing times and culture, social issues and even bothersome baby toes."
81169914,TV Show,Shine On with Reese,,Reese Witherspoon,United States,"October 29, 2019",2018,TV-14,1 Season,Docuseries,"In a talk show straight from the heart, actor and producer Reese Witherspoon visits with groundbreaking women to discuss their inspiring journeys."
81211714,Movie,The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,,,United States,"October 29, 2019",2019,TV-14,14 min,"Documentaries, International Movies","Aaron Paul, Vince Gilligan and other cast members, producers and crew share stories and footage from the making of ""El Camino."""
80224362,Movie,Kings,Deniz Gamze Ergüven,"Halle Berry, Daniel Craig, Lamar Johnson, Kaalan Walker, Rachel Hilson, Issac Ryan Brown, Callan Farris, Serenity Reign Brown, Reece Cody, Aiden Akpan","France, Belgium, China, United States","October 29, 2018",2017,R,87 min,Dramas,A foster mom and her houseful of kids befriend a bitter neighbor after the Rodney King verdict is handed down in 1992 Los Angeles.
